month,state,city,operator,wireless_subs,wireline_subs,market_share_perc,mom_growth_perc
2023-01,Andhra Pradesh,Kurnool,Airtel,374055,5704,30.25,-2.29
2023-01,Andhra Pradesh,Kurnool,Vi,226411,10603,18.31,1.46
2023-01,Andhra Pradesh,Kurnool,BSNL,154073,6449,12.46,0.63
2023-01,Andhra Pradesh,Kurnool,MTNL,72585,1066,5.87,-1.69
2023-01,Andhra Pradesh,Tirupati,Jio,695197,23365,35.8,0.42
2023-01,Andhra Pradesh,Tirupati,Airtel,576547,28466,29.69,-1.53
2023-01,Andhra Pradesh,Tirupati,Vi,335558,9591,17.28,1.87
2023-01,Andhra Pradesh,Tirupati,BSNL,246037,6353,12.67,3.84
2023-01,Andhra Pradesh,Tirupati,MTNL,88550,3442,4.56,1.77
2023-01,Andhra Pradesh,Rajahmundry,Jio,397898,19682,36.78,-1.47
2023-01,Andhra Pradesh,Rajahmundry,Airtel,317734,9517,29.37,1.52
2023-01,Andhra Pradesh,Rajahmundry,Vi,199165,7587,18.41,1.09
2023-01,Andhra Pradesh,Rajahmundry,BSNL,120083,1247,11.1,-0.38
2023-01,Andhra Pradesh,Rajahmundry,MTNL,46951,1441,4.34,-1.93
2023-01,Andhra Pradesh,Kakinada,Jio,748671,31461,34.39,-1.1
2023-01,Andhra Pradesh,Kakinada,Airtel,658979,11004,30.27,-1.82
2023-01,Andhra Pradesh,Kakinada,Vi,375097,13299,17.23,2.04
2023-01,Andhra Pradesh,Kakinada,BSNL,270819,3050,12.44,3.59
2023-01,Andhra Pradesh,Kakinada,MTNL,123653,1493,5.68,1.02
2023-01,Andhra Pradesh,Eluru,Jio,573794,26275,35.38,1.16
2023-01,Andhra Pradesh,Eluru,Airtel,497407,21235,30.67,0.44
2023-01,Andhra Pradesh,Eluru,Vi,282031,10080,17.39,0.87
2023-01,Andhra Pradesh,Eluru,BSNL,208401,8182,12.85,-1.97
2023-01,Andhra Pradesh,Eluru,MTNL,60168,746,3.71,-0.89
2023-01,Andhra Pradesh,Ongole,Jio,421486,11526,34.79,-2.12
2023-01,Andhra Pradesh,Ongole,Airtel,351581,5789,29.02,-2.36
2023-01,Andhra Pradesh,Ongole,Vi,213590,7717,17.63,-0.39
2023-01,Andhra Pradesh,Ongole,BSNL,151802,4811,12.53,0.71
2023-01,Andhra Pradesh,Ongole,MTNL,72933,967,6.02,0.12
2023-01,Telangana,Hyderabad,Jio,317317,7564,34.14,0.01
2023-01,Telangana,Hyderabad,Airtel,282927,14006,30.44,-2.24
2023-01,Telangana,Hyderabad,Vi,169905,7591,18.28,1.21
2023-01,Telangana,Hyderabad,BSNL,115810,3189,12.46,2.21
2023-01,Telangana,Hyderabad,MTNL,43405,1279,4.67,3.18
2023-01,Telangana,Warangal,Jio,1390305,39807,35.28,3.03
2023-01,Telangana,Warangal,Airtel,1233856,23975,31.31,2.54
2023-01,Telangana,Warangal,Vi,680177,17829,17.26,1.36
2023-01,Telangana,Warangal,BSNL,453977,16026,11.52,-0.08
2023-01,Telangana,Warangal,MTNL,182457,5565,4.63,0.18
2023-01,Telangana,Nizamabad,Jio,264298,8911,34.31,-1.34
2023-01,Telangana,Nizamabad,Airtel,240110,6157,31.17,3.8
2023-01,Telangana,Nizamabad,Vi,137657,2797,17.87,1.72
2023-01,Telangana,Nizamabad,BSNL,92978,2139,12.07,2.53
2023-01,Telangana,Nizamabad,MTNL,35357,538,4.59,3.8
2023-01,Telangana,Karimnagar,Jio,654161,10355,35.86,0.52
2023-01,Telangana,Karimnagar,Airtel,539601,18084,29.58,3.67
2023-01,Telangana,Karimnagar,Vi,316500,6362,17.35,-0.21
2023-01,Telangana,Karimnagar,BSNL,214344,5395,11.75,1.44
2023-01,Telangana,Karimnagar,MTNL,99601,2417,5.46,0.97
2023-01,Telangana,Khammam,Jio,1200218,24952,35.83,-2.03
2023-01,Telangana,Khammam,Airtel,1011292,31599,30.19,3.59
2023-01,Telangana,Khammam,Vi,638464,7389,19.06,-1.76
2023-01,Telangana,Khammam,BSNL,371488,10434,11.09,3.57
2023-01,Telangana,Khammam,MTNL,128295,2905,3.83,0.8
2023-01,Telangana,Ramagundam,Jio,388637,12904,34.96,-0.75
2023-01,Telangana,Ramagundam,Airtel,339946,10493,30.58,-0.27
2023-01,Telangana,Ramagundam,Vi,184091,5760,16.56,-1.73
2023-01,Telangana,Ramagundam,BSNL,127618,1953,11.48,-1.57
2023-01,Telangana,Ramagundam,MTNL,71368,3396,6.42,2.26
2023-01,Telangana,Mahbubnagar,Jio,336512,12271,35.86,3.96
2023-01,Telangana,Mahbubnagar,Airtel,273170,6821,29.11,-2.39
2023-01,Telangana,Mahbubnagar,Vi,162250,3207,17.29,2.85
2023-01,Telangana,Mahbubnagar,BSNL,126215,5627,13.45,2.5
2023-01,Telangana,Mahbubnagar,MTNL,40257,584,4.29,2.67
2023-01,Telangana,Nalgonda,Jio,430344,15627,34.64,4.1
2023-01,Telangana,Nalgonda,Airtel,384129,4582,30.92,3.85
2023-01,Telangana,Nalgonda,Vi,222874,5856,17.94,3.11
2023-01,Telangana,Nalgonda,BSNL,156906,6479,12.63,1.19
2023-01,Telangana,Nalgonda,MTNL,48078,1900,3.87,3.21
2023-01,Telangana,Adilabad,Jio,406303,10168,33.9,-0.47
2023-01,Telangana,Adilabad,Airtel,364115,13094,30.38,-0.37
2023-01,Telangana,Adilabad,Vi,223287,7861,18.63,1.41
2023-01,Telangana,Adilabad,BSNL,133636,4348,11.15,-0.03
2023-01,Telangana,Adilabad,MTNL,71312,2277,5.95,1.38
2023-01,Telangana,Suryapet,Jio,429673,12262,34.5,0.07
2023-01,Telangana,Suryapet,Airtel,361049,16078,28.99,0.87
2023-01,Telangana,Suryapet,Vi,230155,6712,18.48,-2.38
2023-01,Telangana,Suryapet,BSNL,157173,3717,12.62,-0.03
2023-01,Telangana,Suryapet,MTNL,67377,1748,5.41,1.27
2023-01,Kerala,Thiruvananthapuram,Jio,857463,15289,34.99,-2.35
2023-01,Kerala,Thiruvananthapuram,Airtel,741060,26603,30.24,3.34
2023-01,Kerala,Thiruvananthapuram,Vi,446743,8818,18.23,3.48
2023-01,Kerala,Thiruvananthapuram,BSNL,320047,3972,13.06,3.57
2023-01,Kerala,Thiruvananthapuram,MTNL,85035,2046,3.47,-1.84
2023-01,Kerala,Kochi,Jio,460298,15840,34.62,2.25
2023-01,Kerala,Kochi,Airtel,394218,8241,29.65,0.19
2023-01,Kerala,Kochi,Vi,253283,3767,19.05,-1.37
2023-01,Kerala,Kochi,BSNL,162340,6046,12.21,-1.32
2023-01,Kerala,Kochi,MTNL,59431,1842,4.47,2.11
2023-01,Kerala,Kozhikode,Jio,273602,3211,33.7,1.72
2023-01,Kerala,Kozhikode,Airtel,250626,12044,30.87,1.41
2023-01,Kerala,Kozhikode,Vi,143296,6128,17.65,3.2
2023-01,Kerala,Kozhikode,BSNL,103108,1971,12.7,-1.12
2023-01,Kerala,Kozhikode,MTNL,41162,1417,5.07,0.17
2023-01,Kerala,Thrissur,Jio,639831,28182,35.69,1.96
2023-01,Kerala,Thrissur,Airtel,539079,22846,30.07,2.48
2023-01,Kerala,Thrissur,Vi,308531,4932,17.21,0.21
2023-01,Kerala,Thrissur,BSNL,203835,3285,11.37,-0.97
2023-01,Kerala,Thrissur,MTNL,101828,4558,5.68,0.57
2023-01,Kerala,Kollam,Jio,647010,16586,34.03,1.46
2023-01,Kerala,Kollam,Airtel,586359,17514,30.84,3.92
2023-01,Kerala,Kollam,Vi,353070,5457,18.57,1.97
2023-01,Kerala,Kollam,BSNL,234049,6125,12.31,0.28
2023-01,Kerala,Kollam,MTNL,80804,3127,4.25,2.0
2023-01,Kerala,Palakkad,Jio,1369520,18387,34.58,3.41
2023-01,Kerala,Palakkad,Airtel,1242390,21958,31.37,-0.4
2023-01,Kerala,Palakkad,Vi,738622,14082,18.65,-0.24
2023-01,Kerala,Palakkad,BSNL,458619,5859,11.58,0.87
2023-01,Kerala,Palakkad,MTNL,151288,1922,3.82,2.7
2023-01,Kerala,Alappuzha,Jio,351154,12915,35.9,4.06
2023-01,Kerala,Alappuzha,Airtel,295888,10792,30.25,1.13
2023-01,Kerala,Alappuzha,Vi,175870,6898,17.98,0.47
2023-01,Kerala,Alappuzha,BSNL,111508,1383,11.4,1.15
2023-01,Kerala,Alappuzha,MTNL,43723,2112,4.47,-1.36
2023-01,Kerala,Malappuram,Jio,838718,18480,34.71,3.98
2023-01,Kerala,Malappuram,Airtel,733123,21257,30.34,-0.01
2023-01,Kerala,Malappuram,Vi,438085,6480,18.13,3.78
2023-01,Kerala,Malappuram,BSNL,319684,3452,13.23,2.29
2023-01,Kerala,Malappuram,MTNL,86505,3524,3.58,-0.92
2023-01,Kerala,Kannur,Jio,624525,25781,35.45,2.21
2023-01,Kerala,Kannur,Airtel,508076,5815,28.84,-0.53
2023-01,Kerala,Kannur,Vi,331377,6801,18.81,-0.21
2023-01,Kerala,Kannur,BSNL,192202,2595,10.91,3.59
2023-01,Kerala,Kannur,MTNL,105526,3392,5.99,-0.51
2023-01,Kerala,Kasaragod,Jio,194380,8563,34.25,-1.04
2023-01,Kerala,Kasaragod,Airtel,165436,7812,29.15,-1.74
2023-01,Kerala,Kasaragod,Vi,106015,4526,18.68,-0.08
2023-01,Kerala,Kasaragod,BSNL,66004,2978,11.63,3.14
2023-01,Kerala,Kasaragod,MTNL,35641,1505,6.28,2.64
2023-01,Madhya Pradesh,Bhopal,Jio,592718,21123,34.61,2.95
2023-01,Madhya Pradesh,Bhopal,Airtel,495615,7583,28.94,3.1
2023-01,Madhya Pradesh,Bhopal,Vi,317337,14886,18.53,0.62
2023-01,Madhya Pradesh,Bhopal,BSNL,197116,6751,11.51,2.47
2023-01,Madhya Pradesh,Bhopal,MTNL,109775,1865,6.41,0.77
2023-01,Madhya Pradesh,Indore,Jio,753078,24084,35.61,3.88
2023-01,Madhya Pradesh,Indore,Airtel,624710,17054,29.54,-0.47
2023-01,Madhya Pradesh,Indore,Vi,360783,10912,17.06,0.31
2023-01,Madhya Pradesh,Indore,BSNL,237279,3375,11.22,1.67
2023-01,Madhya Pradesh,Indore,MTNL,138941,2590,6.57,1.53
2023-01,Madhya Pradesh,Jabalpur,Jio,704383,28295,35.36,1.63
2023-01,Madhya Pradesh,Jabalpur,Airtel,613546,13433,30.8,0.3
2023-01,Madhya Pradesh,Jabalpur,Vi,347012,5839,17.42,-2.06
2023-01,Madhya Pradesh,Jabalpur,BSNL,226295,9347,11.36,-0.77
2023-01,Madhya Pradesh,Jabalpur,MTNL,100597,1721,5.05,2.0
2023-01,Madhya Pradesh,Gwalior,Jio,549251,24123,35.23,2.31
2023-01,Madhya Pradesh,Gwalior,Airtel,469116,19554,30.09,0.13
2023-01,Madhya Pradesh,Gwalior,Vi,275794,9973,17.69,-0.25
2023-01,Madhya Pradesh,Gwalior,BSNL,177107,5493,11.36,0.63
2023-01,Madhya Pradesh,Gwalior,MTNL,87774,1498,5.63,0.02
2023-01,Madhya Pradesh,Ujjain,Jio,524865,8127,35.35,1.08
2023-01,Madhya Pradesh,Ujjain,Airtel,452260,8415,30.46,-2.42
2023-01,Madhya Pradesh,Ujjain,Vi,250035,4912,16.84,3.79
2023-01,Madhya Pradesh,Ujjain,BSNL,170303,7163,11.47,3.74
2023-01,Madhya Pradesh,Ujjain,MTNL,87304,2576,5.88,-1.79
2023-01,Madhya Pradesh,Sagar,Jio,872724,17226,35.63,1.84
2023-01,Madhya Pradesh,Sagar,Airtel,730658,30999,29.83,1.49
2023-01,Madhya Pradesh,Sagar,Vi,422522,18752,17.25,0.0
2023-01,Madhya Pradesh,Sagar,BSNL,271394,13094,11.08,-1.63
2023-01,Madhya Pradesh,Sagar,MTNL,151863,2139,6.2,1.78
2023-01,Madhya Pradesh,Dewas,Jio,1279638,36417,34.84,1.74
2023-01,Madhya Pradesh,Dewas,Airtel,1075792,39131,29.29,3.32
2023-01,Madhya Pradesh,Dewas,Vi,699319,24802,19.04,1.44
2023-01,Madhya Pradesh,Dewas,BSNL,390061,4940,10.62,0.87
2023-01,Madhya Pradesh,Dewas,MTNL,228087,3650,6.21,2.29
2023-01,Madhya Pradesh,Satna,Jio,341603,4855,33.85,-2.17
2023-01,Madhya Pradesh,Satna,Airtel,290539,8815,28.79,0.02
2023-01,Madhya Pradesh,Satna,Vi,190329,5420,18.86,3.9
2023-01,Madhya Pradesh,Satna,BSNL,126650,6184,12.55,3.63
2023-01,Madhya Pradesh,Satna,MTNL,59944,2478,5.94,-0.19
2023-01,Madhya Pradesh,Ratlam,Jio,796751,38813,36.25,-0.48
2023-01,Madhya Pradesh,Ratlam,Airtel,691470,28190,31.46,1.56
2023-01,Madhya Pradesh,Ratlam,Vi,388375,9817,17.67,-1.21
2023-01,Madhya Pradesh,Ratlam,BSNL,237157,3523,10.79,1.5
2023-01,Madhya Pradesh,Ratlam,MTNL,84180,3450,3.83,1.69
2023-01,Madhya Pradesh,Rewa,Jio,911722,30357,35.2,2.46
2023-01,Madhya Pradesh,Rewa,Airtel,773668,32858,29.87,1.77
2023-01,Madhya Pradesh,Rewa,Vi,435140,6580,16.8,-0.35
2023-01,Madhya Pradesh,Rewa,BSNL,336456,15854,12.99,-1.04
2023-01,Madhya Pradesh,Rewa,MTNL,132873,3306,5.13,0.31
2023-01,Bihar,Patna,Jio,755758,7941,33.95,4.05
2023-01,Bihar,Patna,Airtel,652022,24032,29.29,-0.44
2023-01,Bihar,Patna,Vi,428745,19366,19.26,-0.87
2023-01,Bihar,Patna,BSNL,278484,8844,12.51,1.63
2023-01,Bihar,Patna,MTNL,110859,2088,4.98,3.86
2023-01,Bihar,Gaya,Jio,1300897,61786,35.15,-2.12
2023-01,Bihar,Gaya,Airtel,1106225,18355,29.89,-1.64
2023-01,Bihar,Gaya,Vi,618435,24143,16.71,2.77
2023-01,Bihar,Gaya,BSNL,440787,8172,11.91,0.79
2023-01,Bihar,Gaya,MTNL,234272,10220,6.33,2.26
2023-01,Bihar,Bhagalpur,Jio,463547,15337,36.6,3.3
2023-01,Bihar,Bhagalpur,Airtel,393635,10766,31.08,-1.45
2023-01,Bihar,Bhagalpur,Vi,218222,7053,17.23,2.73
2023-01,Bihar,Bhagalpur,BSNL,142103,5637,11.22,3.23
2023-01,Bihar,Bhagalpur,MTNL,49014,1034,3.87,-1.24
2023-01,Bihar,Muzaffarpur,Jio,2052734,49707,34.32,2.69
2023-01,Bihar,Muzaffarpur,Airtel,1815282,58395,30.35,-2.47
2023-01,Bihar,Muzaffarpur,Vi,1125056,45496,18.81,-2.32
2023-01,Bihar,Muzaffarpur,BSNL,742860,29587,12.42,-1.18
2023-01,Bihar,Muzaffarpur,MTNL,244629,11821,4.09,-0.11
2023-01,Bihar,Purnia,Jio,710917,27642,33.91,3.36
2023-01,Bihar,Purnia,Airtel,642991,21682,30.67,0.04
2023-01,Bihar,Purnia,Vi,402524,10668,19.2,1.97
2023-01,Bihar,Purnia,BSNL,239627,2427,11.43,1.53
2023-01,Bihar,Purnia,MTNL,100002,2422,4.77,2.66
2023-01,Bihar,Darbhanga,Jio,723317,27571,36.19,-2.06
2023-01,Bihar,Darbhanga,Airtel,601398,17719,30.09,1.4
2023-01,Bihar,Darbhanga,Vi,373950,12746,18.71,-2.4
2023-01,Bihar,Darbhanga,BSNL,216455,4953,10.83,1.64
2023-01,Bihar,Darbhanga,MTNL,83544,1333,4.18,2.02
2023-01,Bihar,Bihar Sharif,Jio,638230,14760,35.52,0.42
2023-01,Bihar,Bihar Sharif,Airtel,552881,7488,30.77,-1.07
2023-01,Bihar,Bihar Sharif,Vi,323427,10973,18.0,2.23
2023-01,Bihar,Bihar Sharif,BSNL,211665,10569,11.78,3.57
2023-01,Bihar,Bihar Sharif,MTNL,70615,2521,3.93,0.24
2023-01,Bihar,Arrah,Jio,435384,20903,33.2,-1.08
2023-01,Bihar,Arrah,Airtel,390796,12748,29.8,3.87
2023-01,Bihar,Arrah,Vi,249034,4136,18.99,2.0
2023-01,Bihar,Arrah,BSNL,163006,5449,12.43,1.31
2023-01,Bihar,Arrah,MTNL,73176,2773,5.58,3.54
2023-01,Bihar,Begusarai,Jio,600431,16456,36.17,3.69
2023-01,Bihar,Begusarai,Airtel,485889,18580,29.27,1.6
2023-01,Bihar,Begusarai,Vi,293492,3520,17.68,3.33
2023-01,Bihar,Begusarai,BSNL,197874,9176,11.92,2.57
2023-01,Bihar,Begusarai,MTNL,82337,846,4.96,-2.13
2023-01,Bihar,Katihar,Jio,244624,3004,33.84,-0.57
2023-01,Bihar,Katihar,Airtel,221853,4540,30.69,-0.89
2023-01,Bihar,Katihar,Vi,133227,6161,18.43,-0.93
2023-01,Bihar,Katihar,BSNL,96432,2013,13.34,2.44
2023-01,Bihar,Katihar,MTNL,26746,748,3.7,2.55
2023-01,Punjab,Ludhiana,Jio,319913,7232,36.14,2.62
2023-01,Punjab,Ludhiana,Airtel,254054,3418,28.7,-0.96
2023-01,Punjab,Ludhiana,Vi,162878,6400,18.4,1.01
2023-01,Punjab,Ludhiana,BSNL,108083,1634,12.21,3.23
2023-01,Punjab,Ludhiana,MTNL,40276,1036,4.55,2.88
2023-01,Punjab,Amritsar,Jio,1077209,30762,36.27,3.92
2023-01,Punjab,Amritsar,Airtel,865153,29710,29.13,-0.23
2023-01,Punjab,Amritsar,Vi,545881,7950,18.38,-1.57
2023-01,Punjab,Amritsar,BSNL,327885,6233,11.04,-0.87
2023-01,Punjab,Amritsar,MTNL,153547,6759,5.17,1.15
2023-01,Punjab,Jalandhar,Jio,236272,8155,34.17,-0.93
2023-01,Punjab,Jalandhar,Airtel,205364,9010,29.7,0.29
2023-01,Punjab,Jalandhar,Vi,125292,1959,18.12,1.77
2023-01,Punjab,Jalandhar,BSNL,88991,1659,12.87,-1.87
2023-01,Punjab,Jalandhar,MTNL,35541,1580,5.14,0.49
2023-01,Punjab,Patiala,Jio,380418,15768,34.31,-1.09
2023-01,Punjab,Patiala,Airtel,339283,6902,30.6,-1.43
2023-01,Punjab,Patiala,Vi,213659,4958,19.27,2.37
2023-01,Punjab,Patiala,BSNL,134161,4128,12.1,-1.17
2023-01,Punjab,Patiala,MTNL,41246,1860,3.72,3.22
2023-01,Punjab,Bathinda,Jio,353801,4870,35.42,-0.17
2023-01,Punjab,Bathinda,Airtel,293768,6256,29.41,0.04
2023-01,Punjab,Bathinda,Vi,182594,7656,18.28,-0.13
2023-01,Punjab,Bathinda,BSNL,118466,3325,11.86,0.08
2023-01,Punjab,Bathinda,MTNL,50243,690,5.03,0.37
2023-01,Punjab,Mohali,Jio,336971,14124,34.74,0.17
2023-01,Punjab,Mohali,Airtel,282167,13149,29.09,0.96
2023-01,Punjab,Mohali,Vi,181386,2959,18.7,1.97
2023-01,Punjab,Mohali,BSNL,117561,4905,12.12,-0.44
2023-01,Punjab,Mohali,MTNL,51893,2298,5.35,3.39
2023-01,Punjab,Firozpur,Jio,299074,12804,35.3,-0.36
2023-01,Punjab,Firozpur,Airtel,258745,10852,30.54,3.79
2023-01,Punjab,Firozpur,Vi,141742,6275,16.73,-1.79
2023-01,Punjab,Firozpur,BSNL,98957,3917,11.68,-0.42
2023-01,Punjab,Firozpur,MTNL,48631,2409,5.74,0.65
2023-01,Punjab,Pathankot,Jio,192478,2021,35.65,1.24
2023-01,Punjab,Pathankot,Airtel,157654,4902,29.2,2.18
2023-01,Punjab,Pathankot,Vi,104095,4747,19.28,-2.03
2023-01,Punjab,Pathankot,BSNL,64033,2513,11.86,-1.28
2023-01,Punjab,Pathankot,MTNL,21650,959,4.01,2.82
2023-01,Punjab,Hoshiarpur,Jio,698840,14097,34.62,2.93
2023-01,Punjab,Hoshiarpur,Airtel,614664,27778,30.45,0.92
2023-01,Punjab,Hoshiarpur,Vi,375056,7416,18.58,-1.82
2023-01,Punjab,Hoshiarpur,BSNL,243241,3280,12.05,2.17
2023-01,Punjab,Hoshiarpur,MTNL,86799,2326,4.3,3.38
2023-01,Punjab,Moga,Jio,999185,28827,35.0,3.96
2023-01,Punjab,Moga,Airtel,851020,30096,29.81,-1.68
2023-01,Punjab,Moga,Vi,513295,19016,17.98,-0.44
2023-01,Punjab,Moga,BSNL,322879,12092,11.31,-2.05
2023-01,Punjab,Moga,MTNL,168434,2862,5.9,3.06
2023-01,Haryana,Faridabad,Jio,274422,6700,34.68,-1.95
2023-01,Haryana,Faridabad,Airtel,233828,9476,29.55,0.15
2023-01,Haryana,Faridabad,Vi,142592,5756,18.02,3.32
2023-01,Haryana,Faridabad,BSNL,106587,2058,13.47,2.75
2023-01,Haryana,Faridabad,MTNL,33788,417,4.27,3.34
2023-01,Haryana,Gurugram,Jio,652700,29099,35.78,1.15
2023-01,Haryana,Gurugram,Airtel,554740,13988,30.41,3.85
2023-01,Haryana,Gurugram,Vi,309385,4464,16.96,0.2
2023-01,Haryana,Gurugram,BSNL,217627,2542,11.93,2.31
2023-01,Haryana,Gurugram,MTNL,89750,4193,4.92,-0.68
2023-01,Haryana,Panipat,Jio,817055,28477,34.53,1.23
2023-01,Haryana,Panipat,Airtel,694958,24413,29.37,0.96
2023-01,Haryana,Panipat,Vi,417401,14777,17.64,0.37
2023-01,Haryana,Panipat,BSNL,291991,5471,12.34,-1.72
2023-01,Haryana,Panipat,MTNL,144576,1840,6.11,-0.79
2023-01,Haryana,Ambala,Jio,306518,12177,35.48,-2.09
2023-01,Haryana,Ambala,Airtel,258138,11904,29.88,3.04
2023-01,Haryana,Ambala,Vi,160602,5896,18.59,1.31
2023-01,Haryana,Ambala,BSNL,100041,4571,11.58,-1.3
2023-01,Haryana,Ambala,MTNL,38617,508,4.47,-0.94
2023-01,Haryana,Yamunanagar,Jio,268321,5391,34.56,-0.97
2023-01,Haryana,Yamunanagar,Airtel,226007,6675,29.11,2.29
2023-01,Haryana,Yamunanagar,Vi,145495,4511,18.74,-2.34
2023-01,Haryana,Yamunanagar,BSNL,94253,4217,12.14,-2.08
2023-01,Haryana,Yamunanagar,MTNL,42235,2037,5.44,-2.34
2023-01,Haryana,Rohtak,Jio,590708,16383,33.92,1.55
2023-01,Haryana,Rohtak,Airtel,511123,18018,29.35,1.35
2023-01,Haryana,Rohtak,Vi,322695,12296,18.53,-1.01
2023-01,Haryana,Rohtak,BSNL,211066,6436,12.12,-1.82
2023-01,Haryana,Rohtak,MTNL,105881,2687,6.08,0.67
2023-01,Haryana,Hisar,Jio,889091,40595,34.41,-2.38
2023-01,Haryana,Hisar,Airtel,775144,8984,30.0,1.43
2023-01,Haryana,Hisar,Vi,504102,23337,19.51,-1.0
2023-01,Haryana,Hisar,BSNL,293004,8434,11.34,0.43
2023-01,Haryana,Hisar,MTNL,122214,3534,4.73,1.55
2023-01,Haryana,Karnal,Jio,533738,10014,35.94,-2.16
2023-01,Haryana,Karnal,Airtel,452652,6482,30.48,-0.3
2023-01,Haryana,Karnal,Vi,280531,11811,18.89,1.17
2023-01,Haryana,Karnal,BSNL,163507,4988,11.01,-0.59
2023-01,Haryana,Karnal,MTNL,54799,2590,3.69,0.08
2023-01,Haryana,Sonipat,Jio,374732,14273,34.01,4.05
2023-01,Haryana,Sonipat,Airtel,327023,4990,29.68,-0.71
2023-01,Haryana,Sonipat,Vi,199541,5144,18.11,0.19
2023-01,Haryana,Sonipat,BSNL,145331,3842,13.19,3.4
2023-01,Haryana,Sonipat,MTNL,55201,2128,5.01,1.45
2023-01,Haryana,Panchkula,Jio,229062,8865,34.86,2.99
2023-01,Haryana,Panchkula,Airtel,201465,2341,30.66,3.17
2023-01,Haryana,Panchkula,Vi,119919,2430,18.25,1.77
2023-01,Haryana,Panchkula,BSNL,84108,3533,12.8,1.81
2023-01,Haryana,Panchkula,MTNL,22538,308,3.43,1.38
2023-01,Delhi,New Delhi,Jio,1147948,41163,34.68,3.37
2023-01,Delhi,New Delhi,Airtel,974167,33070,29.43,0.76
2023-01,Delhi,New Delhi,Vi,619984,9643,18.73,-1.8
2023-01,Delhi,New Delhi,BSNL,388276,6279,11.73,-1.38
2023-01,Delhi,New Delhi,MTNL,179739,6383,5.43,2.32
2023-01,Delhi,Dwarka,Jio,1391750,18615,35.42,0.2
2023-01,Delhi,Dwarka,Airtel,1181534,54829,30.07,2.75
2023-01,Delhi,Dwarka,Vi,709234,13221,18.05,0.48
2023-01,Delhi,Dwarka,BSNL,461690,19699,11.75,-2.06
2023-01,Delhi,Dwarka,MTNL,185069,4718,4.71,3.04
2023-01,Delhi,Rohini,Jio,491420,21771,33.75,3.56
2023-01,Delhi,Rohini,Airtel,440749,12005,30.27,-0.43
2023-01,Delhi,Rohini,Vi,254664,8477,17.49,-0.14
2023-01,Delhi,Rohini,BSNL,184045,6265,12.64,2.09
2023-01,Delhi,Rohini,MTNL,85179,3197,5.85,-0.07
2023-01,Delhi,Janakpuri,Jio,706932,25331,34.91,1.74
2023-01,Delhi,Janakpuri,Airtel,649624,15346,32.08,-2.03
2023-01,Delhi,Janakpuri,Vi,365515,9644,18.05,-0.53
2023-01,Delhi,Janakpuri,BSNL,228421,8470,11.28,1.44
2023-01,Delhi,Janakpuri,MTNL,74520,1831,3.68,-1.08
2023-01,Delhi,Laxmi Nagar,Jio,2196640,106670,36.28,0.1
2023-01,Delhi,Laxmi Nagar,Airtel,1786132,20647,29.5,-2.3
2023-01,Delhi,Laxmi Nagar,Vi,1109218,28306,18.32,-1.51
2023-01,Delhi,Laxmi Nagar,BSNL,653300,7143,10.79,2.42
2023-01,Delhi,Laxmi Nagar,MTNL,310000,8785,5.12,-0.62
2023-01,Delhi,Saket,Jio,1995932,98520,35.22,-0.53
2023-01,Delhi,Saket,Airtel,1615673,78271,28.51,0.03
2023-01,Delhi,Saket,Vi,1051803,26737,18.56,-0.34
2023-01,Delhi,Saket,BSNL,675511,21384,11.92,-1.5
2023-01,Delhi,Saket,MTNL,328121,10548,5.79,1.02
2023-01,Delhi,Pitampura,Jio,1221394,37005,35.58,2.0
2023-01,Delhi,Pitampura,Airtel,1002724,19454,29.21,2.9
2023-01,Delhi,Pitampura,Vi,643652,20463,18.75,-1.48
2023-01,Delhi,Pitampura,BSNL,428071,14263,12.47,4.0
2023-01,Delhi,Pitampura,MTNL,136625,2188,3.98,2.81
2023-01,Delhi,Karol Bagh,Jio,614432,11092,35.23,0.17
2023-01,Delhi,Karol Bagh,Airtel,524439,6072,30.07,0.59
2023-01,Delhi,Karol Bagh,Vi,309396,9814,17.74,-1.07
2023-01,Delhi,Karol Bagh,BSNL,205624,9985,11.79,3.41
2023-01,Delhi,Karol Bagh,MTNL,90342,3513,5.18,0.97
2023-01,Delhi,Shahdara,Jio,1983214,22565,35.74,3.9
2023-01,Delhi,Shahdara,Airtel,1673025,80245,30.15,0.83
2023-01,Delhi,Shahdara,Vi,925019,12716,16.67,2.36
2023-01,Delhi,Shahdara,BSNL,695845,20650,12.54,-0.53
2023-01,Delhi,Shahdara,MTNL,271901,8063,4.9,0.9
2023-01,Delhi,Vasant Kunj,Jio,1505498,74115,34.32,0.25
2023-01,Delhi,Vasant Kunj,Airtel,1304589,56228,29.74,2.47
2023-01,Delhi,Vasant Kunj,Vi,780823,25721,17.8,3.66
2023-01,Delhi,Vasant Kunj,BSNL,531223,9572,12.11,-1.79
2023-01,Delhi,Vasant Kunj,MTNL,264953,11699,6.04,0.35
2023-01,Odisha,Bhubaneswar,Jio,298034,5611,34.94,2.37
2023-01,Odisha,Bhubaneswar,Airtel,256408,10385,30.06,3.54
2023-01,Odisha,Bhubaneswar,Vi,150381,1687,17.63,3.12
2023-01,Odisha,Bhubaneswar,BSNL,92293,2869,10.82,1.61
2023-01,Odisha,Bhubaneswar,MTNL,55870,1998,6.55,2.83
2023-01,Odisha,Cuttack,Jio,298845,12891,33.78,-0.48
